"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","GeneSymbol"
"ENSG00000204949.9",209.79115430802,6.61759158177386,0.279278974324324,23.6952731503837,4.03387143860874e-124,1.03526429135151e-120,"FAM83A-AS1"
"ENSG00000179913.11",2100.17922101703,4.34942884492379,0.183674165786581,23.6801339279123,5.77753339100184e-124,1.38391183159131e-120,"B3GNT3"
"ENSG00000102760.13",3346.26195070316,-2.88432487760635,0.122507520084323,-23.5440638715162,1.44404548294143e-122,3.24278463763034e-119,"RGCC"
"ENSG00000139567.13",2207.88787645927,-2.57070161819928,0.10931246199358,-23.5170041120313,2.73279527707702e-122,5.77584319443396e-119,"ACVRL1"
"ENSG00000010319.7",706.538781089439,-3.22939297655623,0.138724100875412,-23.2792496485995,7.19429587249506e-120,1.43606139277082e-116,"SEMA3G"
"ENSG00000213853.10",14432.0194610917,-2.73639280586249,0.117572231253617,-23.2741420034785,8.10431149219061e-120,1.53256795744426e-116,"EMP2"
"ENSG00000182010.11",2068.78341890139,-4.06860135344098,0.175854239722292,-23.1362141729769,2.00128178674985e-118,3.5953027298961e-115,"RTKN2"
"ENSG00000120156.22",942.498499682661,-3.25532776101623,0.141309481869043,-23.0368671511589,1.99186042113623e-117,3.40797833006785e-114,"TEK"
"ENSG00000286042.1",1282.62949256678,7.82952722947802,0.339911867042189,23.0339920097766,2.12851286762022e-117,3.47624851516338e-114,"LCAL1"
"ENSG00000186193.9",448.609364190675,3.80200610400251,0.165337859002755,22.9953752088876,5.18540863710181e-117,8.10051010135079e-114,"SAPCD2"
"ENSG00000070778.13",1155.18722058437,-2.44912817575528,0.106938217336947,-22.9022723283149,4.41014194859571e-116,6.60235000887683e-113,"PTPN21"
"ENSG00000122679.8",1095.18414557134,-3.23472238147623,0.14198914365177,-22.7814767966305,6.99913405835577e-115,1.00591554686689e-111,"RAMP3"
"ENSG00000090889.12",845.297974926238,3.81840446084778,0.167816275677726,22.7534811234914,1.3255363591134e-114,1.83178928395941e-111,"KIF4A"
"ENSG00000077152.11",830.12547704866,3.31276589974117,0.146869504094609,22.5558458862038,1.1766800954062e-112,1.56585614177573e-109,"UBE2T"
"ENSG00000132622.11",424.883768336125,-2.79805528196493,0.124219043534532,-22.5251716834149,2.35246726006272e-112,3.01871959478763e-109,"HSPA12B"
"ENSG00000157654.19",6112.66460065433,-2.5127080816876,0.111680420128887,-22.4990923098942,4.23642988330473e-112,5.24879054162548e-109,"PALM2AKAP2"
"ENSG00000254726.3",1312.43772935192,4.1723319581836,0.185778217667356,22.4586714770531,1.05289347240116e-111,1.26101541544579e-108,"MEX3A"
"ENSG00000168309.18",1696.97526286378,-4.55978294366883,0.20333578872191,-22.4248912221988,2.25045063032103e-111,2.6083448757237e-108,"FAM107A"
"ENSG00000143320.9",7910.67461419126,5.56425521038266,0.249790790603391,22.2756619527154,6.36307167838258e-110,7.14453641888394e-107,"CRABP2"
"ENSG00000128165.9",744.348655302291,3.45459869927258,0.155483659147195,22.2184036458915,2.28032282019904e-109,2.48278784635611e-106,"ADM2"
"ENSG00000137648.19",5369.97375472562,4.81409126992272,0.217221493457433,22.1621313494288,7.96884876413774e-109,8.42119812045497e-106,"TMPRSS4"
"ENSG00000117650.13",682.975669207198,3.74046518634698,0.169005788271649,22.1321720669992,1.54931824703584e-108,1.59048584617136e-105,"NEK2"
"ENSG00000118193.12",441.799433013923,3.75699811374898,0.169797653350948,22.1263253031171,1.76378598596455e-108,1.76035640210296e-105,"KIF14"
"ENSG00000123485.12",688.670920901332,3.84752788724298,0.173976203536387,22.1152537475522,2.25437473902145e-108,2.18918065873083e-105,"HJURP"
"ENSG00000169744.13",980.865735451663,-2.59018098147435,0.117217728301974,-22.0971777818589,3.36449618247699e-108,3.18121967990521e-105,"LDB2"
"ENSG00000144452.15",589.847079024196,5.39843900028419,0.244384108693302,22.0899756090898,3.94608776232216e-108,3.63545982821116e-105,"ABCA12"
"ENSG00000131477.11",909.120585929173,-2.872105902009,0.130048431374383,-22.0848946169969,4.41575946155483e-108,3.96645593634162e-105,"RAMP2"
"ENSG00000164855.16",1887.719925861,3.12648746749614,0.141695385108039,22.0648503486001,6.87958844076344e-108,6.02886860186903e-105,"TMEM184A"
"ENSG00000158402.20",196.343589904859,3.68387592621106,0.167521633504789,21.9904489297243,3.55454115677099e-107,3.04082532768528e-104,"CDC25C"
"ENSG00000276043.5",683.063469259129,3.34709032449947,0.152379977898355,21.9654207243168,6.16833145866622e-107,5.15414300720645e-104,"UHRF1"
"ENSG00000151718.16",1998.13303599093,-2.35907987176955,0.107452744353085,-21.9545799967447,7.83015563147122e-107,6.39403390542639e-104,"WWC2"
"ENSG00000066279.18",994.215700855258,3.74357368428467,0.171304684271283,21.8533059980791,7.23045285961374e-106,5.77311491657604e-103,"ASPM"
"ENSG00000123500.10",2787.36641877736,4.63394001027268,0.212723499808574,21.7838650381489,3.30022128315214e-105,2.57775979790557e-102,"COL10A1"
"ENSG00000080031.10",730.776682071619,5.18877537279251,0.239592633429172,21.6566565446029,5.26056378590961e-104,4.02153312399431e-101,"PTPRH"
"ENSG00000136160.17",1513.09705812004,-3.50205410829943,0.161754851725064,-21.6503806281612,6.0280434466155e-104,4.51224168826865e-101,"EDNRB"
"ENSG00000126787.13",731.015758318818,3.67738359611979,0.169938806462239,21.639457594619,7.6396606187971e-104,5.60189808231387e-101,"DLGAP5"
"ENSG00000099953.10",6342.84443204077,5.53031546234099,0.255666232617576,21.6309968106473,9.17785553912918e-104,6.59520699041823e-101,"MMP11"
"ENSG00000011426.11",2028.62431661929,3.77681624277029,0.174623152262804,21.6283819976304,9.71306171234256e-104,6.84294720244055e-101,"ANLN"
"ENSG00000135052.16",13099.1148488126,2.63150429301397,0.121694937716243,21.6237778037231,1.07322605755912e-103,7.4155792784806e-101,"GOLM1"
"ENSG00000117724.13",2356.52681975028,3.49519384755307,0.161704643662959,21.6146782700817,1.30710285924793e-103,8.86117089297701e-101,"CENPF"
"ENSG00000117399.14",1521.74083928807,3.76353922089038,0.174392446271385,21.5808614498913,2.71757555618254e-103,1.80819425432664e-100,"CDC20"
"ENSG00000105227.16",1112.24572774224,-3.3598302867035,0.155715279118224,-21.5767540971533,2.96999851094968e-103,1.94021902724404e-100,"PRX"
"ENSG00000154133.15",1264.71157836566,-2.85690472323422,0.132422223460997,-21.5742089852137,3.13801655144755e-103,2.01337383381269e-100,"ROBO4"
"ENSG00000164932.13",3146.08524917065,3.79360663326572,0.176147141427821,21.5365779002448,7.07439637237194e-103,4.45935195893551e-100,"CTHRC1"
"ENSG00000072163.20",1196.603571616,-2.81696908154904,0.131005120124069,-21.5027403423714,1.46761028750984e-102,9.09159269486702e-100,"LIMS2"
"ENSG00000186871.7",206.694113374569,3.29383788058657,0.153526348181948,21.454544575521,4.14146395167667e-102,2.52208135226682e-99,"ERCC6L"
"ENSG00000175063.17",1685.90310584638,4.17772147532491,0.194758783286949,21.4507474570204,4.49373324942377e-102,2.69099726086327e-99,"UBE2C"
"ENSG00000143228.13",562.603664273087,3.7068564287976,0.172896113813595,21.4397903286252,5.68693316524779e-102,3.3496968627435e-99,"NUF2"
"ENSG00000179776.19",3100.16981272049,-2.55966312207989,0.119451431037716,-21.4284843625832,7.25020647754648e-102,4.20161159255234e-99,"CDH5"
"ENSG00000227066.2",485.57583212428,6.06767858539251,0.283448476705125,21.4066367754899,1.15879718008459e-101,6.60882264768876e-99,"LOC117779438"
"ENSG00000142945.13",933.217490428615,3.57206287997773,0.166930440520548,21.3985110734674,1.37943157460618e-101,7.74421507431252e-99,"KIF2C"
"ENSG00000154721.15",709.921755473562,-2.51240773881914,0.117551135477196,-21.3728921343046,2.38868562062152e-101,1.32039191306048e-98,"JAM2"
"ENSG00000094804.12",955.695055877652,3.41767655762452,0.160216923733737,21.3315577279734,5.78490675865356e-101,3.14926817937004e-98,"CDC6"
"ENSG00000156970.13",528.367108955514,3.42429755702338,0.160634999585538,21.3172569232021,7.85284700585587e-101,4.21123571522987e-98,"BUB1B"
"ENSG00000166923.12",2750.32954313707,5.0480858238105,0.236973416397224,21.3023296053963,1.08013555233273e-100,5.70724564636985e-98,"GREM1"
"ENSG00000196584.3",298.783177136007,3.23567033940272,0.152154456407574,21.2656955030971,2.3596679847496e-100,1.22873725640657e-97,"XRCC2"
"ENSG00000112984.12",856.250064974668,3.15461319403425,0.148462718921113,21.2485209550182,3.40214650939597e-100,1.72167780398024e-97,"KIF20A"
"ENSG00000129173.13",332.097707512607,3.16426774104749,0.149273165120743,21.1978337733243,9.99942320570106e-100,4.98998994140054e-97,"E2F8"
"ENSG00000186185.14",563.572804212866,3.76599348672563,0.177763573914553,21.1854060075089,1.30198584529672e-99,6.40826731801522e-97,"KIF18B"
"ENSG00000165304.8",687.673477458588,3.61079403267398,0.170521775039514,21.1749732949781,1.62474015702283e-99,7.88877214078789e-97,"MELK"
"ENSG00000174371.17",420.54362805307,3.59216593767646,0.169856499464111,21.1482395375482,2.86433120484055e-99,1.37220560253228e-96,"EXO1"
"ENSG00000019186.10",4172.6765573281,6.68783921299229,0.316728701543221,21.1153557615923,5.74757152025382e-99,2.71724006214105e-96,"CYP24A1"
"ENSG00000076382.17",1136.40735487964,3.07843098283942,0.145903106629068,21.0991462345333,8.09851351523501e-99,3.77895572210901e-96,"SPAG5"
"ENSG00000060718.22",3205.03860704509,6.27305754747724,0.297355565485141,21.0961497802896,8.62823583529982e-99,3.97451940464516e-96,"COL11A1"
"ENSG00000135451.13",541.355628461581,3.79598152819736,0.180071392159111,21.0804252840075,1.20297782315763e-98,5.47126496025994e-96,"TROAP"
"ENSG00000162849.16",2092.86255186767,3.14513473203223,0.149366499131017,21.0564935934761,1.99398409194209e-98,8.95548105293492e-96,"KIF26B"
"ENSG00000137135.18",259.932039235847,2.735526378691,0.130268769583693,20.9990958495507,6.68455790425127e-98,2.9651378456759e-95,"ARHGEF39"
"ENSG00000035499.13",333.090068925026,3.62350236461514,0.172771795781343,20.9727655386587,1.16303165710951e-97,5.09606432194447e-95,"DEPDC1B"
"ENSG00000095370.20",1109.02922823272,-2.30287619548488,0.109826333846315,-20.9683426081343,1.27633330305904e-97,5.52513922637484e-95,"SH2D3C"
"ENSG00000228401.5",30.6449314250969,-3.63915052297224,0.173668100778736,-20.954628435816,1.70252440823622e-97,7.28234547475325e-95,"HSPC324"
"ENSG00000091651.9",339.706345215243,3.04958848666779,0.145590290353693,20.9463727234776,2.02478937808334e-97,8.55890380641583e-95,"ORC6"
"ENSG00000166851.15",899.020204430782,3.18721690659246,0.152233375936905,20.936387221114,2.49690150319102e-97,1.04318222104248e-94,"PLK1"
"ENSG00000024526.17",428.114830333995,3.77894327158993,0.180775983523082,20.9040116830974,4.92288065368358e-97,2.03309312513622e-94,"DEPDC1"
"ENSG00000088325.16",2478.52550812593,3.63317727193307,0.173833753866403,20.9002980786188,5.32116921156905e-97,2.17260920195086e-94,"TPX2"
"ENSG00000186994.11",270.447452498129,-2.86346765951906,0.137264257604547,-20.8609852957395,1.21149883015011e-96,4.89091606374082e-94,"KANK3"
"ENSG00000187583.11",324.02605136471,3.12137010058026,0.149665772457926,20.8556041192233,1.35575334785106e-96,5.41246864314317e-94,"PLEKHN1"
"ENSG00000230316.7",331.06668405973,6.16381095942214,0.29568088300979,20.8461598757403,1.65157431713121e-96,6.52099617742026e-94,"FEZF1-AS1"
"ENSG00000164093.17",327.946361314481,8.21126142800761,0.394485275817674,20.8151277914939,3.15702523513912e-96,1.23295561628857e-93,"PITX2"
"ENSG00000089685.15",1782.30857639372,3.67153171675667,0.176642329970202,20.7851182520975,5.90186544790721e-96,2.28015081229361e-93,"BIRC5"
"ENSG00000166265.13",771.403234819451,-2.28122912710251,0.10976423921573,-20.7829903746611,6.16936743784406e-96,2.35814225576316e-93,"CYYR1"
"ENSG00000134256.12",243.346165331475,-2.75889197283511,0.133317048799551,-20.6942172638644,3.90517459763908e-95,1.47697813992813e-92,"CD101"
"ENSG00000203995.10",142.584787799902,5.43653598512826,0.262972735429922,20.6733826464569,6.01492685546784e-95,2.25121168663499e-92,"ZYG11A"
"ENSG00000173227.14",1328.96461754166,5.6974680233608,0.27695050570019,20.57215244636,4.87534970619765e-94,1.80588984478022e-91,"SYT12"
"ENSG00000064989.13",2448.36037684483,-2.73835058901811,0.133138265180269,-20.5677202216086,5.34187589126988e-94,1.95850613034007e-91,"CALCRL"
"ENSG00000162367.11",187.204799060449,-2.79465572358595,0.136261139273651,-20.5095578862987,1.76894899434917e-93,6.42003407747129e-91,"TAL1"
"ENSG00000107742.13",6250.66500273817,-3.20800040358528,0.156539726146044,-20.4932031156894,2.4755805777589e-93,8.89476101588773e-91,"SPOCK2"
"ENSG00000103241.7",590.267322658752,-2.75159688187548,0.134383863486844,-20.4756494602855,3.5498466166123e-93,1.26283157361267e-90,"FOXF1"
"ENSG00000142748.13",1480.35374619159,-4.5329591736049,0.221939022482759,-20.4243450425985,1.01611996891481e-92,3.57933240030482e-90,"FCN3"
"ENSG00000059573.9",4912.06331123963,1.61384528653948,0.0791871653057363,20.3801371132371,2.50951318502698e-92,8.75405910077857e-90,"ALDH18A1"
"ENSG00000138180.16",1016.28355775558,3.24527458484073,0.159524495948169,20.3434247859661,5.30904281403916e-92,1.83417219527334e-89,"CEP55"
"ENSG00000101003.10",678.45571543387,3.03420498093038,0.14921291436436,20.3347343884807,6.33817884486136e-92,2.16886443710351e-89,"GINS1"
"ENSG00000111344.11",486.979942059875,4.01871415953346,0.197681987538083,20.3291873457073,7.09680906020443e-92,2.39894646333698e-89,"RASAL1"
"ENSG00000154783.12",1221.20377137257,-2.25411968639297,0.110997848540038,-20.3077781780599,1.09758312281503e-91,3.65149644469854e-89,"FGD5"
"ENSG00000118322.14",730.868974025593,5.50464591088515,0.271069849022708,20.3071124683587,1.11255824556782e-91,3.66735942782126e-89,"ATP10B"
"ENSG00000106462.11",918.361994409785,2.54430152615971,0.125306104878488,20.3046892936859,1.16880936693575e-91,3.81775641400012e-89,"EZH2"
"ENSG00000123473.16",580.376069062959,2.56301766018207,0.126386714360336,20.279169951952,1.96417803902639e-91,6.35792044524487e-89,"STIL"
"ENSG00000134690.11",850.810557360989,3.03746733473165,0.149796425688539,20.2773018165817,2.04020038135238e-91,6.54503568767778e-89,"CDCA8"
"ENSG00000189129.14",283.63820156608,-2.72051932040358,0.134220174761562,-20.2690789610168,2.41127390203994e-91,7.6669974602031e-89,"PLAC9"
"ENSG00000061656.10",691.710326854486,2.89193446067649,0.142712108011752,20.2641142434694,2.667167152458e-91,8.40625577086105e-89,"SPAG4"
"ENSG00000171115.4",1086.95453691242,-2.45716333957266,0.1213696236467,-20.2452909199531,3.90869122070778e-91,1.22121109182635e-88,"GIMAP8"
"ENSG00000160957.14",893.469523660777,3.01994551876733,0.149295780022,20.2279362371952,5.55809848611487e-91,1.72157309143196e-88,"RECQL4"
"ENSG00000166143.10",599.702881344059,5.9931056906429,0.29689577424229,20.1858908431349,1.30258307655618e-90,4.0001546957832e-88,"PPP1R14D"
"ENSG00000205213.14",3187.24377080983,2.72214206490681,0.134949177280286,20.1716091921997,1.73887692879318e-90,5.29473288572364e-88,"LGR4"
"ENSG00000263155.6",128.669297747616,-3.30043229079692,0.163825245958616,-20.1460542389824,2.91438546658691e-90,8.79948485835864e-88,"MYZAP"
"ENSG00000171132.14",1042.17484541863,-1.86564387864323,0.0926376111526822,-20.1391622196339,3.34953898703115e-90,1.00290779836691e-87,"PRKCE"
"ENSG00000137834.15",855.196106408469,-2.56699841604252,0.127486801751966,-20.1354052401187,3.61345270173703e-90,1.07298640969761e-87,"SMAD6"
"ENSG00000172927.8",909.279419690703,6.28414426384491,0.313168534180457,20.0663335487715,1.45339056953768e-89,4.28035435766302e-87,"MYEOV"
"ENSG00000227036.8",1130.43717236445,3.16591798084081,0.158047175097803,20.0314746459826,2.92856370055921e-89,8.5547393301701e-87,"LINC00511"
"ENSG00000171877.21",334.391082751255,3.55979240943467,0.177746165406699,20.027393565929,3.1786499831672e-89,9.21039466896753e-87,"FRMD5"
"ENSG00000065328.17",407.242693407982,3.53355749196101,0.176484994650276,20.0218579430117,3.55224724204724e-89,1.02105794725406e-86,"MCM10"
"ENSG00000165480.16",310.8924478533,3.19776847715489,0.159954383365883,19.9917527101476,6.49730376757881e-89,1.85276289181831e-86,"SKA3"
"ENSG00000118785.14",24438.0517082473,4.79975547307236,0.240154271884621,19.9861340604357,7.27161094497019e-89,2.05723607285653e-86,"SPP1"
"ENSG00000168497.5",3133.75841415479,-3.31476891693845,0.165920694284315,-19.9780318617664,8.55298314681759e-89,2.40084909738403e-86,"CAVIN2"
"ENSG00000111665.12",469.245020864732,3.26671433704809,0.16353780386495,19.9752855905155,9.03655705585946e-89,2.51692631796148e-86,"CDCA3"
"ENSG00000177788.6",732.955049463255,2.17283615073463,0.108860402673837,19.9598393664297,1.23107322543723e-88,3.40249699922766e-86,"RAB4A-AS1"
"ENSG00000183317.17",520.520478361466,3.61838485863584,0.181302994547849,19.9576673714614,1.28575349815391e-88,3.52649795333357e-86,"EPHA10"
"ENSG00000170373.8",736.712729687402,6.83295479851272,0.34308194388774,19.9163929208368,2.93378924769666e-88,7.98568542952583e-86,"CST1"
"ENSG00000171848.16",2391.46997031311,3.19901015108687,0.160869739670099,19.8857172122438,5.41031618698044e-88,1.46159895186622e-85,"RRM2"
"ENSG00000108576.10",1085.07274639493,-6.16447015089863,0.310036473464989,-19.8830482168891,5.70596669732029e-88,1.52996554802028e-85,"SLC6A4"
"ENSG00000130052.13",694.12365007081,-2.21755363307482,0.111597047353635,-19.8710780048483,7.24306368863506e-88,1.92772798764931e-85,"STARD8"
"ENSG00000176920.13",1013.22210537519,3.16790907394215,0.15945088365481,19.8676169195792,7.76003702018037e-88,2.05013330981677e-85,"FUT2"
"ENSG00000134057.15",1811.4888217686,2.97447419834018,0.149740545927635,19.8641869502576,8.30865988920416e-88,2.17905218846062e-85,"CCNB1"
"ENSG00000101280.8",53.5695063445026,-4.2349334917784,0.213215656792392,-19.8622069105457,8.64280717508355e-88,2.25026131739675e-85,"ANGPT4"
"ENSG00000087128.10",591.162637431827,6.7111988425256,0.337962751731073,19.8578062468432,9.43423523387907e-88,2.43864799966385e-85,"TMPRSS11E"
"ENSG00000165474.8",1648.36680429721,4.55923125586816,0.229710743536192,19.8477057959191,1.15348527470294e-87,2.96033756571975e-85,"GJB2"
"ENSG00000173898.14",2983.64426279411,2.5019574319539,0.126061601535229,19.8471017461626,1.16743278166395e-87,2.97488367696354e-85,"SPTBN2"
"ENSG00000198873.12",1443.61653491105,-2.49769070176163,0.125858440750869,-19.8452379265186,1.21153755299167e-87,3.06553128725287e-85,"GRK5"
"ENSG00000142273.13",868.21010518302,3.19415245260663,0.161201934193615,19.8146037675343,2.22754546759885e-87,5.59690270285501e-85,"CBLC"
"ENSG00000075218.19",473.163619148758,3.09127923907161,0.156248729798184,19.7843479627925,4.06116460518078e-87,1.01331697405656e-84,"GTSE1"
"ENSG00000115163.15",282.642517218651,3.62269494537102,0.183177567448828,19.7769573852597,4.70220698145107e-87,1.16517446098991e-84,"CENPA"
"ENSG00000243479.3",71.0113522229618,5.23828086428869,0.2650175524303,19.7657884025111,5.86745010241772e-87,1.44395535739636e-84,"MNX1-AS1"
"ENSG00000022267.19",3065.46675414757,-3.42390193230079,0.173470890728112,-19.7376165991285,1.02500266106325e-86,2.50532963346957e-84,"FHL1"
"ENSG00000029993.15",12693.5580109916,3.48968339533619,0.17696194243381,19.7199654758619,1.45327652631431e-86,3.52812335070764e-84,"HMGB3"
"ENSG00000169607.13",417.729709724397,3.16354784955559,0.160635058937246,19.6940062181038,2.42713116590651e-86,5.85280689872623e-84,"CKAP2L"
"ENSG00000120279.6",504.034342680756,-2.26413331618305,0.114999698260939,-19.6881674510627,2.72366022514777e-86,6.52407412597062e-84,"MYCT1"
"ENSG00000197256.11",4635.20589675527,-1.64829809318822,0.0837812450926336,-19.6738314328674,3.61412044368286e-86,8.59969189016724e-84,"KANK2"
"ENSG00000088340.17",860.381833823199,4.16377509083299,0.2117663466006,19.6621189233908,4.55307275632024e-86,1.074296763503e-83,"FER1L4"
"ENSG00000101331.17",106.924096562212,-2.53509107320515,0.128935188218314,-19.661747178844,4.58656034386153e-86,1.074296763503e-83,"CCM2L"
"ENSG00000258947.7",59.6514940519492,4.50647368017302,0.229202378155888,19.6615485250682,4.60455612522857e-86,1.074296763503e-83,"TUBB3"
"ENSG00000157456.8",886.183354289197,3.04174439221958,0.154885018436955,19.6387257006248,7.21868948288038e-86,1.67333879432188e-83,"CCNB2"
"ENSG00000198844.12",627.1825298349,-2.46389751080378,0.125489614876917,-19.6342742243684,7.87986184078907e-86,1.81489382012533e-83,"ARHGEF15"
"ENSG00000137507.11",2026.35541779395,-2.37557902553306,0.121054636206449,-19.6240234986266,9.64117448509324e-86,2.19245189398354e-83,"LRRC32"
"ENSG00000249751.4",45.1035749525017,-2.25569291732954,0.114944329648983,-19.6242209095304,9.60380056221872e-86,2.19245189398354e-83,"ECSCR"
"ENSG00000133121.21",832.336566443238,-2.00857713292841,0.10236003192146,-19.6226700522092,9.90134594283846e-86,2.23745509261752e-83,"STARD13"
"ENSG00000243364.8",748.175763086883,2.19439504040828,0.111848426977698,19.6193643460523,1.05666163757155e-85,2.37286578987162e-83,"EFNA4"
"ENSG00000150048.10",185.369922974861,-2.29221688647558,0.11692070212056,-19.6048847201758,1.40470213317126e-85,3.13484146862382e-83,"CLEC1A"
"ENSG00000094963.14",2490.24510847499,-3.26760426111074,0.166732211083776,-19.597918361851,1.61079724054499e-85,3.57258918844329e-83,"FMO2"
"ENSG00000085552.17",1222.62746509078,3.23129854632677,0.165053699568681,19.5772560976871,2.41694072064946e-85,5.32764908545614e-83,"IGSF9"
"ENSG00000101311.16",1359.92272485847,3.21909270129059,0.16467650255407,19.5479783172686,4.29195132696484e-85,9.34604916229374e-83,"FERMT1"
"ENSG00000129810.15",142.249566007977,3.21726938408983,0.164803876243246,19.5218065098252,7.16592922690613e-85,1.55103516338998e-82,"SGO1"
"ENSG00000164466.13",2124.5854725207,1.50931407288432,0.0773167566694033,19.5211767526405,7.25480229260306e-85,1.56086854115705e-82,"SFXN1"
"ENSG00000166123.14",3156.92789788298,3.40207224396637,0.174289371082163,19.5196770912816,7.47088967608258e-85,1.59779205989076e-82,"GPT2"
"ENSG00000140297.13",2290.05078957291,5.14671927621799,0.26385898537324,19.5055676005793,9.84581608185644e-85,2.08094218718295e-82,"GCNT3"
"ENSG00000176435.7",1502.5575699953,-2.30475953678879,0.118241682632188,-19.4919379146368,1.28520566800172e-84,2.70043506732759e-82,"CLEC14A"
"ENSG00000178999.13",614.650873150039,3.43680268016006,0.176480870050895,19.4740805571104,1.82165533753303e-84,3.80535327195127e-82,"AURKB"
"ENSG00000109674.4",216.893494566762,4.27923917504973,0.219827482333144,19.4663521122652,2.11830232252895e-84,4.39945678892861e-82,"NEIL3"
"ENSG00000130307.12",137.672128862627,-2.31497441538895,0.119275874239544,-19.4085721873624,6.5316994164492e-84,1.34875839099437e-81,"USHBP1"
"ENSG00000101210.13",2791.08637489031,6.35241548013618,0.327409109432646,19.4020731162429,7.41212286781916e-84,1.52181471223281e-81,"EEF1A2"
"ENSG00000051341.14",288.773520758564,3.31515231420102,0.170874347340744,19.4011117864883,7.5520383159993e-84,1.54173145848781e-81,"POLQ"
"ENSG00000093009.11",460.985814239622,3.19526842145038,0.164863994048506,19.3812386985497,1.11139325458239e-83,2.2560655162229e-81,"CDC45"
"ENSG00000135069.14",1234.39061300239,3.48852540602578,0.180030380638286,19.3774261525052,1.19685191839894e-83,2.41589266449852e-81,"PSAT1"
"ENSG00000008300.17",765.435230306044,3.39628503208224,0.175277513727455,19.3766157441236,1.21584536898727e-83,2.44052089987222e-81,"CELSR3"
"ENSG00000112742.10",463.107743333426,3.29408614129492,0.170052298361464,19.3710180517113,1.35550718559888e-83,2.70574295436489e-81,"TTK"
"ENSG00000163815.6",441.627249294535,-3.78102250480334,0.195248118895408,-19.3652186059154,1.51709587754279e-83,3.01156104310014e-81,"CLEC3B"
"ENSG00000106089.12",665.251327373407,3.09230612496895,0.159687927733287,19.3646831596046,1.5329504799955e-83,3.02631377726584e-81,"STX1A"
"ENSG00000114790.13",1126.32032641171,-2.67695734671536,0.138322327399025,-19.3530386384623,1.9217136274431e-83,3.77306943355358e-81,"ARHGEF26"
"ENSG00000144120.13",502.115733117802,1.56936838841971,0.081178600743319,19.3322916883224,2.87365734268209e-83,5.61144066970476e-81,"TMEM177"
"ENSG00000138160.7",1162.50763332595,2.68806655456795,0.13914992561511,19.3177721273325,3.80731378403922e-83,7.39442077083941e-81,"KIF11"
"ENSG00000128050.9",5752.89635009279,1.84990234646599,0.0957897879294961,19.312103998263,4.24904972830157e-83,8.20797616870297e-81,"PAICS"
"ENSG00000111206.13",1280.47411141118,3.33868091498636,0.172945653889677,19.304798009646,4.89463186895111e-83,9.40449855889911e-81,"FOXM1"
"ENSG00000096063.16",2009.38822309673,1.60024788711288,0.0828962682948738,19.3042210467252,4.94960008798235e-83,9.45952825325564e-81,"SRPK1"
"ENSG00000157554.19",994.560655555756,-2.14609186122988,0.111243055051566,-19.2919176863228,6.28001299882031e-83,1.19386702141595e-80,"ERG"
"ENSG00000085999.13",192.970988861474,3.12361508130913,0.162018711132695,19.2793477955201,8.00798095922597e-83,1.51435134665784e-80,"RAD54L"
"ENSG00000215595.2",19.5573026116428,-2.57054279387008,0.133334461142097,-19.2789078821161,8.07636995024085e-83,1.51928781315264e-80,"C20orf202"
